age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,earns,fold
38.0,Private,91857.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,41.0,United-States,<=50K,3
38.0,Private,229700.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K,2
52.0,Private,139176.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,8.0,United-States,<=50K,1
61.0,Private,119684.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,20.0,United-States,>50K,3
19.0,Private,168693.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K,4
26.0,Private,250038.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,5
52.0,Private,115851.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,5
59.0,Private,193335.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,3
53.0,Self-emp-not-inc,100109.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K,3
46.0,Self-emp-inc,235320.0,Masters,14.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,60.0,United-States,>50K,1
22.0,Private,267945.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,16.0,United-States,<=50K,1
27.0,Federal-gov,46442.0,Bachelors,13.0,Never-married,Protective-serv,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K,5
41.0,Private,223763.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,3
38.0,Local-gov,115634.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,2
47.0,Private,114459.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,1
41.0,Private,197093.0,Some-college,10.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,20.0,United-States,<=50K,2
29.0,Private,59231.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.0,United-States,<=50K,3
38.0,Private,220783.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K,4
21.0,Private,394484.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,1
25.0,?,239120.0,Bachelors,13.0,Never-married,?,Not-in-family,White,Male,0.0,0.0,13.0,United-States,<=50K,3
47.0,Local-gov,193012.0,Masters,14.0,Divorced,Protective-serv,Not-in-family,Black,Male,0.0,0.0,50.0,United-States,>50K,2
48.0,Private,143098.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,1902.0,40.0,China,>50K,2
37.0,Private,188503.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K,1
37.0,Private,337778.0,11th,7.0,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,5
51.0,Self-emp-not-inc,94432.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,55.0,United-States,>50K,2
49.0,Private,116143.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,4
64.0,Federal-gov,301383.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386.0,0.0,45.0,United-States,>50K,4
46.0,Private,174995.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K,1
39.0,Private,154641.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K,5
30.0,Private,169589.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,4
25.0,Private,137645.0,Bachelors,13.0,Never-married,Sales,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K,1
58.0,Local-gov,489085.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K,1
18.0,Private,282609.0,5th-6th,3.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,30.0,Honduras,<=50K,4
45.0,Private,128736.0,10th,6.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,1
38.0,Private,312271.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,2
49.0,Private,195956.0,Bachelors,13.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K,3
76.0,Private,278938.0,Bachelors,13.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K,3
50.0,Local-gov,36489.0,10th,6.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,2
27.0,Private,311446.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,5178.0,0.0,40.0,United-States,>50K,1
49.0,Private,169042.0,HS-grad,9.0,Separated,Prof-specialty,Unmarried,White,Female,0.0,625.0,40.0,Puerto-Rico,<=50K,3
22.0,Private,436798.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,3
36.0,Private,49837.0,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,4
57.0,?,296516.0,Some-college,10.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,2
30.0,State-gov,180283.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K,1
42.0,Private,33155.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K,5
52.0,?,294691.0,HS-grad,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,1
55.0,Private,226875.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,4064.0,0.0,40.0,United-States,<=50K,4
47.0,Private,362835.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,>50K,5
43.0,Private,336643.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K,1
62.0,State-gov,101475.0,Assoc-acdm,12.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,2
26.0,Private,257910.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K,1
37.0,Self-emp-not-inc,126738.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,72.0,United-States,<=50K,2
28.0,Self-emp-not-inc,104617.0,7th-8th,4.0,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,99.0,Mexico,<=50K,2
44.0,Private,346594.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,1
25.0,Private,108301.0,HS-grad,9.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,20.0,United-States,<=50K,5
32.0,Private,73498.0,7th-8th,4.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,4
40.0,Private,146908.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K,1
25.0,Private,164488.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,3
35.0,Private,259846.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K,4
48.0,Private,98719.0,HS-grad,9.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,44.0,United-States,<=50K,5
28.0,Private,173673.0,5th-6th,3.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,Mexico,<=50K,5
50.0,Federal-gov,98980.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K,4
63.0,Federal-gov,154675.0,HS-grad,9.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,2
40.0,Private,169031.0,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,1
41.0,Private,216968.0,Bachelors,13.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,?,<=50K,1
57.0,Private,159319.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,2
37.0,Private,224947.0,Assoc-voc,11.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,3
43.0,State-gov,438427.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K,3
44.0,Local-gov,387844.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,2
37.0,Private,83880.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,4
19.0,Private,97261.0,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,2
36.0,State-gov,437890.0,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,Black,Male,0.0,0.0,90.0,United-States,<=50K,2
37.0,Private,126675.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,57.0,United-States,<=50K,1
46.0,Local-gov,175754.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,1876.0,60.0,United-States,<=50K,4
22.0,Private,124454.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K,2
38.0,Private,22245.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,1
24.0,Private,228960.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,3
47.0,Private,103020.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,0.0,0.0,40.0,Puerto-Rico,<=50K,2
49.0,Private,202053.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,32.0,United-States,<=50K,1
23.0,Private,32732.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,15.0,United-States,<=50K,4
31.0,Private,101697.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K,1
46.0,?,206357.0,5th-6th,3.0,Married-civ-spouse,?,Wife,White,Female,0.0,0.0,40.0,Mexico,<=50K,1
39.0,Private,76417.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,1
48.0,?,184682.0,HS-grad,9.0,Never-married,?,Own-child,White,Female,0.0,0.0,18.0,United-States,<=50K,3
21.0,Private,189013.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K,5
37.0,Private,549174.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,2
30.0,?,33811.0,Bachelors,13.0,Married-civ-spouse,?,Wife,Other,Female,0.0,0.0,40.0,Taiwan,>50K,2
18.0,?,115258.0,11th,7.0,Never-married,?,Own-child,White,Male,0.0,0.0,12.0,United-States,<=50K,2
65.0,?,117963.0,HS-grad,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K,3
28.0,Private,158737.0,12th,8.0,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,0.0,0.0,40.0,Ecuador,<=50K,1
35.0,Private,287701.0,Assoc-acdm,12.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,45.0,United-States,>50K,5
33.0,State-gov,108116.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,1
26.0,Private,358975.0,Some-college,10.0,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,50.0,Hungary,<=50K,5
36.0,Private,460437.0,9th,5.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,2
42.0,Private,187294.0,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K,2
44.0,Private,115932.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,2
44.0,Private,181762.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,15024.0,0.0,55.0,United-States,>50K,2
60.0,Private,24872.0,Some-college,10.0,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,30.0,United-States,<=50K,1
42.0,Local-gov,209752.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,>50K,3
37.0,Self-emp-not-inc,180150.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K,5
52.0,Private,89534.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,3
42.0,Self-emp-inc,188738.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,60.0,Italy,>50K,5
54.0,Private,93605.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1848.0,40.0,United-States,>50K,1
47.0,?,109921.0,HS-grad,9.0,Separated,?,Unmarried,Black,Female,0.0,0.0,32.0,United-States,<=50K,3
36.0,Private,289190.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K,5
18.0,Private,365683.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,16.0,United-States,<=50K,2
67.0,Private,172756.0,1st-4th,2.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,2062.0,0.0,34.0,Ecuador,<=50K,2
51.0,Private,249339.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,3
26.0,Private,94652.0,Some-college,10.0,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,5
38.0,Private,66686.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,2
44.0,Private,325461.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,50.0,United-States,>50K,3
60.0,Local-gov,313852.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K,4
26.0,?,176967.0,11th,7.0,Never-married,?,Not-in-family,White,Female,0.0,0.0,65.0,United-States,<=50K,2
36.0,Private,36423.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,25.0,United-States,>50K,3
31.0,Private,123397.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Wife,White,Female,5178.0,0.0,35.0,United-States,>50K,3
43.0,Self-emp-not-inc,35236.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,84.0,United-States,<=50K,4
39.0,Private,216129.0,Assoc-acdm,12.0,Divorced,Exec-managerial,Unmarried,Black,Female,0.0,0.0,35.0,Jamaica,<=50K,2
36.0,Private,188834.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,5
25.0,Private,114838.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,8.0,Italy,<=50K,1
66.0,Local-gov,189834.0,7th-8th,4.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K,3
36.0,Private,217926.0,Assoc-acdm,12.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,50.0,United-States,<=50K,1
25.0,Private,194352.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,44.0,United-States,<=50K,4
38.0,Private,279315.0,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K,5
33.0,Private,392812.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,2
57.0,Self-emp-inc,51016.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K,4
46.0,Private,186078.0,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K,4
40.0,Private,346847.0,Assoc-voc,11.0,Separated,Prof-specialty,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K,3
39.0,Self-emp-not-inc,107233.0,HS-grad,9.0,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,4
31.0,Private,400535.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,1
36.0,Self-emp-not-inc,202950.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,Iran,<=50K,5
40.0,Local-gov,197012.0,Bachelors,13.0,Divorced,Tech-support,Not-in-family,White,Female,8614.0,0.0,40.0,England,>50K,3
24.0,Private,170277.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K,3
31.0,Private,223212.0,7th-8th,4.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K,3
47.0,Private,28035.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,3
64.0,?,45817.0,9th,5.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,3
68.0,Private,73773.0,HS-grad,9.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,24.0,United-States,<=50K,2
20.0,Private,213719.0,HS-grad,9.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,20.0,United-States,<=50K,1
32.0,Private,228265.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K,5
26.0,Private,359327.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,?,<=50K,5
54.0,Private,346014.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K,4
39.0,Local-gov,163278.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,2202.0,0.0,44.0,United-States,<=50K,4
57.0,Self-emp-inc,33725.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,3
27.0,Local-gov,177072.0,Some-college,10.0,Never-married,Prof-specialty,Other-relative,White,Male,0.0,0.0,16.0,United-States,<=50K,1
33.0,Local-gov,242150.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,3
26.0,Private,206600.0,Bachelors,13.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,Mexico,<=50K,4
40.0,Private,187702.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,5
37.0,Private,151835.0,Prof-school,15.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,>50K,4
35.0,Private,36989.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K,4
29.0,Private,186624.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,Cuba,<=50K,4
71.0,Private,137499.0,HS-grad,9.0,Widowed,Sales,Other-relative,White,Female,0.0,0.0,16.0,United-States,<=50K,3
52.0,Private,194580.0,5th-6th,3.0,Divorced,Farming-fishing,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K,1
41.0,Private,372682.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K,4
20.0,Private,235442.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K,5
30.0,Private,128065.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K,3
26.0,Local-gov,216522.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,42.0,United-States,<=50K,1
58.0,Private,156040.0,Assoc-acdm,12.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,1848.0,40.0,United-States,>50K,5
27.0,Private,189530.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K,4
57.0,Self-emp-inc,368797.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,5
27.0,Self-emp-not-inc,66473.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,2
36.0,Private,240323.0,HS-grad,9.0,Separated,Sales,Unmarried,Black,Female,0.0,0.0,17.0,United-States,<=50K,4
68.0,Local-gov,242095.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051.0,0.0,40.0,United-States,>50K,3
32.0,Private,52537.0,Some-college,10.0,Never-married,Tech-support,Not-in-family,Black,Male,0.0,0.0,38.0,United-States,<=50K,5
34.0,Private,245173.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,1669.0,45.0,United-States,<=50K,1
25.0,Private,67467.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,5
46.0,Private,102569.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,65.0,United-States,>50K,1
21.0,Private,213341.0,11th,7.0,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0.0,1762.0,40.0,Dominican-Republic,<=50K,3
26.0,Private,37202.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K,3
18.0,Private,298860.0,12th,8.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K,4
36.0,Private,199947.0,Some-college,10.0,Divorced,Machine-op-inspct,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K,4
33.0,Private,181091.0,10th,6.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,England,<=50K,5
44.0,State-gov,96249.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411.0,0.0,40.0,United-States,<=50K,3
56.0,Private,133025.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K,4
31.0,Private,194293.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,2463.0,0.0,38.0,United-States,<=50K,3
43.0,Private,102180.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,2
36.0,Private,178815.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,8614.0,0.0,40.0,United-States,>50K,4
25.0,Self-emp-not-inc,245369.0,HS-grad,9.0,Separated,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K,3
46.0,State-gov,238648.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,7298.0,0.0,40.0,United-States,>50K,5
47.0,Private,166181.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,48.0,United-States,>50K,5
36.0,Federal-gov,186934.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1848.0,55.0,United-States,>50K,2
39.0,Private,201410.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1977.0,45.0,Philippines,>50K,3
36.0,Private,220585.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,5
60.0,Self-emp-not-inc,282066.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,45.0,United-States,>50K,1
17.0,?,104025.0,11th,7.0,Never-married,?,Own-child,White,Male,0.0,0.0,18.0,United-States,<=50K,1
45.0,Local-gov,148254.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K,2
54.0,Private,170562.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,United-States,>50K,2
22.0,Private,233624.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K,4
27.0,Private,42734.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,25.0,United-States,<=50K,3
33.0,Private,233107.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,33.0,Mexico,<=50K,4
44.0,Self-emp-not-inc,115896.0,Assoc-voc,11.0,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,3
44.0,Private,172475.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Vietnam,<=50K,3
43.0,?,152569.0,Assoc-voc,11.0,Widowed,?,Not-in-family,White,Female,0.0,2339.0,36.0,United-States,<=50K,4
80.0,Self-emp-not-inc,132728.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K,3
40.0,Private,377322.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K,4
33.0,Private,140206.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,2
31.0,Self-emp-not-inc,119411.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K,1
45.0,Self-emp-not-inc,183710.0,9th,5.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,1
52.0,Private,380633.0,5th-6th,3.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Mexico,<=50K,2
